#Time(s),T0(K),B(T),S/T(microV/K^2),T+_X(V),T+_Y(V),T+_R(V),T+_phase(V),T-_X(V),T-_Y(V),T-_R(V),T-_phase(V),VS_X(V),VS_Y(V),VS_R(V),VS_phase(V),T+_DC(V),T-_DC(V),VS_DC(V),f(Hz),I_R(A),I_offset(A),R_heater(Ohm),Stable?
7.1970000E+4,4.1548500E+1,1.0000000E-4,6.6211840E-2,5.0679092E-6,1.9898203E-6,5.4445467E-6,2.1436531E+1,-3.8970399E-6,-8.2874420E-7,3.9841858E-6,-1.6799433E+2,1.0003928E-6,1.2653351E-6,1.6130279E-6,5.1669578E+1,-8.1302598E-6,2.4051133E-5,9.0069976E-6,5.0000000E-1,3.9244244E-4,1.5696514E-7,5.1000000E+3,1.0000000E+0
7.1971000E+4,4.1543500E+1,1.0000000E-4,6.5653398E-2,5.0641716E-6,1.9469919E-6,5.4255518E-6,2.1029957E+1,-3.9014525E-6,-8.7078894E-7,3.9974498E-6,-1.6741803E+2,1.0012817E-6,1.2472844E-6,1.5994635E-6,5.1243571E+1,-8.1354030E-6,2.3999528E-5,8.9597423E-6,5.0000000E-1,3.9244472E-4,1.5798948E-7,5.1000000E+3,1.0000000E+0
7.1972000E+4,4.1538600E+1,1.0000000E-4,6.5654581E-2,5.0641716E-6,1.9469919E-6,5.4255518E-6,2.1029957E+1,-3.9014525E-6,-8.7078894E-7,3.9974498E-6,-1.6741803E+2,1.0012817E-6,1.2472844E-6,1.5994635E-6,5.1243571E+1,-8.1354030E-6,2.3999528E-5,8.9597423E-6,5.0000000E-1,3.9244472E-4,1.5798948E-7,5.1000000E+3,1.0000000E+0
7.1973000E+4,4.1533600E+1,1.0000000E-4,6.5389175E-2,5.0459761E-6,1.9570777E-6,5.4122110E-6,2.1198742E+1,-3.9170698E-6,-8.6532618E-7,4.0115116E-6,-1.6754277E+2,9.9943444E-7,1.2402018E-6,1.5927868E-6,5.1135897E+1,-8.1589841E-6,2.3956997E-5,8.9663290E-6,5.0000000E-1,3.9244396E-4,1.5453584E-7,5.1000000E+3,1.0000000E+0
7.1974000E+4,4.1528700E+1,1.0000000E-4,6.5390353E-2,5.0459761E-6,1.9570777E-6,5.4122110E-6,2.1198742E+1,-3.9170698E-6,-8.6532618E-7,4.0115116E-6,-1.6754277E+2,9.9943444E-7,1.2402018E-6,1.5927868E-6,5.1135897E+1,-8.1589841E-6,2.3956997E-5,8.9663290E-6,5.0000000E-1,3.9244396E-4,1.5453584E-7,5.1000000E+3,1.0000000E+0
7.1975000E+4,4.1523700E+1,1.0000000E-4,6.5339653E-2,5.0320908E-6,1.9662579E-6,5.4026020E-6,2.1342761E+1,-3.9301747E-6,-8.4901721E-7,4.0208337E-6,-1.6780998E+2,9.9117304E-7,1.2445746E-6,1.5910342E-6,5.1466358E+1,-8.1674848E-6,2.3900194E-5,8.9365989E-6,5.0000000E-1,3.9244454E-4,1.5560975E-7,5.1000000E+3,1.0000000E+0
7.1976000E+4,4.1518700E+1,1.0000000E-4,6.5340854E-2,5.0320908E-6,1.9662579E-6,5.4026020E-6,2.1342761E+1,-3.9301747E-6,-8.4901721E-7,4.0208337E-6,-1.6780998E+2,9.9117304E-7,1.2445746E-6,1.5910342E-6,5.1466358E+1,-8.1674848E-6,2.3900194E-5,8.9365989E-6,5.0000000E-1,3.9244454E-4,1.5560975E-7,5.1000000E+3,1.0000000E+0
7.1977000E+4,4.1513700E+1,1.0000000E-4,6.5910010E-2,5.0363617E-6,1.9932483E-6,5.4164544E-6,2.1592246E+1,-3.9264506E-6,-8.3924115E-7,4.0151388E-6,-1.6793512E+2,9.9875300E-7,1.2574590E-6,1.6058364E-6,5.1541188E+1,-8.1058405E-6,2.3951598E-5,8.9741615E-6,5.0000000E-1,3.9244368E-4,1.5684725E-7,5.1000000E+3,1.0000000E+0
7.1978000E+4,4.1511300E+1,1.0000000E-4,6.5910592E-2,5.0363617E-6,1.9932483E-6,5.4164544E-6,2.1592246E+1,-3.9264506E-6,-8.3924115E-7,4.0151388E-6,-1.6793512E+2,9.9875300E-7,1.2574590E-6,1.6058364E-6,5.1541188E+1,-8.1058405E-6,2.3951598E-5,8.9741615E-6,5.0000000E-1,3.9244368E-4,1.5684725E-7,5.1000000E+3,1.0000000E+0
7.1979000E+4,4.1503800E+1,1.0000000E-4,6.5474870E-2,5.0384066E-6,2.0120366E-6,5.4252956E-6,2.1768796E+1,-3.9216463E-6,-8.1429882E-7,4.0052955E-6,-1.6826967E+2,9.8361633E-7,1.2548546E-6,1.5944156E-6,5.1908917E+1,-8.1213797E-6,2.3951789E-5,8.9316559E-6,5.0000000E-1,3.9244359E-4,1.5762727E-7,5.1000000E+3,1.0000000E+0
7.1980000E+4,4.1501300E+1,1.0000000E-4,6.5475471E-2,5.0384066E-6,2.0120366E-6,5.4252956E-6,2.1768796E+1,-3.9216463E-6,-8.1429882E-7,4.0052955E-6,-1.6826967E+2,9.8361633E-7,1.2548546E-6,1.5944156E-6,5.1908917E+1,-8.1213797E-6,2.3951789E-5,8.9316559E-6,5.0000000E-1,3.9244359E-4,1.5762727E-7,5.1000000E+3,1.0000000E+0
7.1981000E+4,4.1493900E+1,1.0000000E-4,6.5706601E-2,5.0428058E-6,2.0188360E-6,5.4319047E-6,2.1818193E+1,-3.9107177E-6,-8.0785176E-7,3.9932865E-6,-1.6832837E+2,9.8410699E-7,1.2602382E-6,1.5989580E-6,5.2014089E+1,-8.1175286E-6,2.4026707E-5,8.9617865E-6,5.0000000E-1,3.9244350E-4,1.5832674E-7,5.1000000E+3,1.0000000E+0
7.1982000E+4,4.1488900E+1,1.0000000E-4,6.5707809E-2,5.0428058E-6,2.0188360E-6,5.4319047E-6,2.1818193E+1,-3.9107177E-6,-8.0785176E-7,3.9932865E-6,-1.6832837E+2,9.8410699E-7,1.2602382E-6,1.5989580E-6,5.2014089E+1,-8.1175286E-6,2.4026707E-5,8.9617865E-6,5.0000000E-1,3.9244350E-4,1.5832674E-7,5.1000000E+3,1.0000000E+0
7.1983000E+4,4.1486400E+1,1.0000000E-4,6.5758152E-2,5.0587229E-6,2.0264421E-6,5.4495086E-6,2.1830236E+1,-3.9170990E-6,-8.1885269E-7,4.0017727E-6,-1.6819260E+2,9.9105136E-7,1.2621545E-6,1.6047482E-6,5.1860781E+1,-8.1078848E-6,2.4107576E-5,9.0118265E-6,5.0000000E-1,3.9244365E-4,1.5811706E-7,5.1000000E+3,1.0000000E+0
7.1984000E+4,4.1478900E+1,1.0000000E-4,6.5759966E-2,5.0587229E-6,2.0264421E-6,5.4495086E-6,2.1830236E+1,-3.9170990E-6,-8.1885269E-7,4.0017727E-6,-1.6819260E+2,9.9105136E-7,1.2621545E-6,1.6047482E-6,5.1860781E+1,-8.1078848E-6,2.4107576E-5,9.0118265E-6,5.0000000E-1,3.9244365E-4,1.5811706E-7,5.1000000E+3,1.0000000E+0
7.1985000E+4,4.1474000E+1,1.0000000E-4,6.6259572E-2,5.0697499E-6,1.9960929E-6,5.4485550E-6,2.1490855E+1,-3.8973988E-6,-8.3550087E-7,3.9859477E-6,-1.6790041E+2,9.9872017E-7,1.2688880E-6,1.6147813E-6,5.1794318E+1,-8.0324570E-6,2.4203130E-5,9.0501388E-6,5.0000000E-1,3.9244404E-4,1.5749974E-7,5.1000000E+3,1.0000000E+0
7.1986000E+4,4.1469000E+1,1.0000000E-4,6.6260791E-2,5.0697499E-6,1.9960929E-6,5.4485550E-6,2.1490855E+1,-3.8973988E-6,-8.3550087E-7,3.9859477E-6,-1.6790041E+2,9.9872017E-7,1.2688880E-6,1.6147813E-6,5.1794318E+1,-8.0324570E-6,2.4203130E-5,9.0501388E-6,5.0000000E-1,3.9244404E-4,1.5749974E-7,5.1000000E+3,1.0000000E+0
7.1987000E+4,4.1466500E+1,1.0000000E-4,6.6155837E-2,5.0528681E-6,1.9904000E-6,5.4307613E-6,2.1500219E+1,-3.8866515E-6,-8.5233007E-7,3.9790108E-6,-1.6763102E+2,1.0009822E-6,1.2587958E-6,1.6082699E-6,5.1508621E+1,-8.0371136E-6,2.4280024E-5,9.0586697E-6,5.0000000E-1,3.9244485E-4,1.5672423E-7,5.1000000E+3,1.0000000E+0
7.1988000E+4,4.1459000E+1,1.0000000E-4,6.6157661E-2,5.0528681E-6,1.9904000E-6,5.4307613E-6,2.1500219E+1,-3.8866515E-6,-8.5233007E-7,3.9790108E-6,-1.6763102E+2,1.0009822E-6,1.2587958E-6,1.6082699E-6,5.1508621E+1,-8.0371136E-6,2.4280024E-5,9.0586697E-6,5.0000000E-1,3.9244485E-4,1.5672423E-7,5.1000000E+3,1.0000000E+0
7.1989000E+4,4.1454100E+1,1.0000000E-4,6.5826351E-2,5.0306816E-6,1.9807920E-6,5.4065973E-6,2.1491656E+1,-3.9258580E-6,-8.5820723E-7,4.0185670E-6,-1.6766891E+2,9.9761039E-7,1.2544396E-6,1.6027617E-6,5.1506040E+1,-7.9894112E-6,2.4339342E-5,9.0740947E-6,5.0000000E-1,3.9244456E-4,1.5768582E-7,5.1000000E+3,1.0000000E+0
7.1990000E+4,4.1451700E+1,1.0000000E-4,6.5826931E-2,5.0306816E-6,1.9807920E-6,5.4065973E-6,2.1491656E+1,-3.9258580E-6,-8.5820723E-7,4.0185670E-6,-1.6766891E+2,9.9761039E-7,1.2544396E-6,1.6027617E-6,5.1506040E+1,-7.9894112E-6,2.4339342E-5,9.0740947E-6,5.0000000E-1,3.9244456E-4,1.5768582E-7,5.1000000E+3,1.0000000E+0
7.1991000E+4,4.1444200E+1,1.0000000E-4,6.5495705E-2,5.0314326E-6,2.0042197E-6,5.4159220E-6,2.1719359E+1,-3.9194601E-6,-8.3976804E-7,4.0084134E-6,-1.6790687E+2,9.9326393E-7,1.2466951E-6,1.5939956E-6,5.1455051E+1,-8.0332486E-6,2.4379042E-5,9.0665184E-6,5.0000000E-1,3.9244483E-4,1.5799408E-7,5.1000000E+3,1.0000000E+0
7.1992000E+4,4.1439200E+1,1.0000000E-4,6.5496909E-2,5.0314326E-6,2.0042197E-6,5.4159220E-6,2.1719359E+1,-3.9194601E-6,-8.3976804E-7,4.0084134E-6,-1.6790687E+2,9.9326393E-7,1.2466951E-6,1.5939956E-6,5.1455051E+1,-8.0332486E-6,2.4379042E-5,9.0665184E-6,5.0000000E-1,3.9244483E-4,1.5799408E-7,5.1000000E+3,1.0000000E+0
7.1993000E+4,4.1434200E+1,1.0000000E-4,6.5610930E-2,5.0487754E-6,2.0104033E-6,5.4343219E-6,2.1712260E+1,-3.9048075E-6,-8.3869474E-7,3.9938616E-6,-1.6787789E+2,9.8929298E-7,1.2542388E-6,1.5974403E-6,5.1735047E+1,-7.9946197E-6,2.4399706E-5,9.0852333E-6,5.0000000E-1,3.9244550E-4,1.5540203E-7,5.1000000E+3,1.0000000E+0
7.1994000E+4,4.1429300E+1,1.0000000E-4,6.5612113E-2,5.0487754E-6,2.0104033E-6,5.4343219E-6,2.1712260E+1,-3.9048075E-6,-8.3869474E-7,3.9938616E-6,-1.6787789E+2,9.8929298E-7,1.2542388E-6,1.5974403E-6,5.1735047E+1,-7.9946197E-6,2.4399706E-5,9.0852333E-6,5.0000000E-1,3.9244550E-4,1.5540203E-7,5.1000000E+3,1.0000000E+0
7.1995000E+4,4.1424300E+1,1.0000000E-4,6.6034072E-2,5.0783208E-6,1.9832414E-6,5.4518426E-6,2.1332183E+1,-3.8788775E-6,-8.5775654E-7,3.9725856E-6,-1.6753055E+2,1.0087661E-6,1.2520325E-6,1.6078540E-6,5.1141508E+1,-7.9959817E-6,2.4375960E-5,9.1089564E-6,5.0000000E-1,3.9244440E-4,1.5524494E-7,5.1000000E+3,1.0000000E+0
7.1996000E+4,4.1421800E+1,1.0000000E-4,6.6034679E-2,5.0783208E-6,1.9832414E-6,5.4518426E-6,2.1332183E+1,-3.8788775E-6,-8.5775654E-7,3.9725856E-6,-1.6753055E+2,1.0087661E-6,1.2520325E-6,1.6078540E-6,5.1141508E+1,-7.9959817E-6,2.4375960E-5,9.1089564E-6,5.0000000E-1,3.9244440E-4,1.5524494E-7,5.1000000E+3,1.0000000E+0
7.1997000E+4,4.1414300E+1,1.0000000E-4,6.5707876E-2,5.0300229E-6,1.9623264E-6,5.3992459E-6,2.1311888E+1,-3.9161346E-6,-8.5456886E-7,4.0082912E-6,-1.6769004E+2,9.9778813E-7,1.2467017E-6,1.5968238E-6,5.1328233E+1,-8.0182287E-6,2.4253556E-5,9.0461341E-6,5.0000000E-1,3.9244435E-4,1.5575241E-7,5.1000000E+3,1.0000000E+0
7.1998000E+4,4.1409400E+1,1.0000000E-4,6.5709060E-2,5.0300229E-6,1.9623264E-6,5.3992459E-6,2.1311888E+1,-3.9161346E-6,-8.5456886E-7,4.0082912E-6,-1.6769004E+2,9.9778813E-7,1.2467017E-6,1.5968238E-6,5.1328233E+1,-8.0182287E-6,2.4253556E-5,9.0461341E-6,5.0000000E-1,3.9244435E-4,1.5575241E-7,5.1000000E+3,1.0000000E+0
7.1999000E+4,4.1404400E+1,1.0000000E-4,6.5257720E-2,5.0415018E-6,2.0135742E-6,5.4287404E-6,2.1771752E+1,-3.9216036E-6,-8.3017632E-7,4.0085119E-6,-1.6804734E+2,9.8168346E-7,1.2506662E-6,1.5899272E-6,5.1870624E+1,-8.0249785E-6,2.4213514E-5,9.0330606E-6,5.0000000E-1,3.9244582E-4,1.5448335E-7,5.1000000E+3,1.0000000E+0
7.2000000E+4,4.1401900E+1,1.0000000E-4,6.5258320E-2,5.0415018E-6,2.0135742E-6,5.4287404E-6,2.1771752E+1,-3.9216036E-6,-8.3017632E-7,4.0085119E-6,-1.6804734E+2,9.8168346E-7,1.2506662E-6,1.5899272E-6,5.1870624E+1,-8.0249785E-6,2.4213514E-5,9.0330606E-6,5.0000000E-1,3.9244582E-4,1.5448335E-7,5.1000000E+3,1.0000000E+0
7.2001000E+4,4.1396900E+1,1.0000000E-4,6.5769645E-2,5.0738989E-6,2.0061225E-6,5.4560954E-6,2.1572894E+1,-3.8951894E-6,-8.3889239E-7,3.9845001E-6,-1.6784606E+2,9.9600356E-7,1.2565206E-6,1.6033924E-6,5.1597266E+1,-8.0182147E-6,2.4178540E-5,9.0498920E-6,5.0000000E-1,3.9244564E-4,1.5534140E-7,5.1000000E+3,1.0000000E+0
7.2002000E+4,4.1391900E+1,1.0000000E-4,6.5770854E-2,5.0738989E-6,2.0061225E-6,5.4560954E-6,2.1572894E+1,-3.8951894E-6,-8.3889239E-7,3.9845001E-6,-1.6784606E+2,9.9600356E-7,1.2565206E-6,1.6033924E-6,5.1597266E+1,-8.0182147E-6,2.4178540E-5,9.0498920E-6,5.0000000E-1,3.9244564E-4,1.5534140E-7,5.1000000E+3,1.0000000E+0
7.2003000E+4,4.1384400E+1,1.0000000E-4,6.5759839E-2,5.0502600E-6,1.9660536E-6,5.4194551E-6,2.1270839E+1,-3.9079918E-6,-8.7109181E-7,4.0038982E-6,-1.6743419E+2,1.0012159E-6,1.2491975E-6,1.6009146E-6,5.1288270E+1,-8.0139027E-6,2.4181998E-5,9.0759201E-6,5.0000000E-1,3.9244627E-4,1.5592828E-7,5.1000000E+3,1.0000000E+0
7.2004000E+4,4.1379500E+1,1.0000000E-4,6.5761024E-2,5.0502600E-6,1.9660536E-6,5.4194551E-6,2.1270839E+1,-3.9079918E-6,-8.7109181E-7,4.0038982E-6,-1.6743419E+2,1.0012159E-6,1.2491975E-6,1.6009146E-6,5.1288270E+1,-8.0139027E-6,2.4181998E-5,9.0759201E-6,5.0000000E-1,3.9244627E-4,1.5592828E-7,5.1000000E+3,1.0000000E+0
7.2005000E+4,4.1374500E+1,1.0000000E-4,6.5588578E-2,5.0354495E-6,1.9807294E-6,5.4110111E-6,2.1472543E+1,-3.9150908E-6,-8.5709109E-7,4.0078100E-6,-1.6765163E+2,9.9087674E-7,1.2504785E-6,1.5954727E-6,5.1606762E+1,-7.9417182E-6,2.4260520E-5,9.0798596E-6,5.0000000E-1,3.9244617E-4,1.5554854E-7,5.1000000E+3,1.0000000E+0
7.2006000E+4,4.1372000E+1,1.0000000E-4,6.5589181E-2,5.0354495E-6,1.9807294E-6,5.4110111E-6,2.1472543E+1,-3.9150908E-6,-8.5709109E-7,4.0078100E-6,-1.6765163E+2,9.9087674E-7,1.2504785E-6,1.5954727E-6,5.1606762E+1,-7.9417182E-6,2.4260520E-5,9.0798596E-6,5.0000000E-1,3.9244617E-4,1.5554854E-7,5.1000000E+3,1.0000000E+0
7.2007000E+4,4.1364500E+1,1.0000000E-4,6.6168577E-2,5.0677445E-6,1.9804426E-6,5.4409730E-6,2.1345245E+1,-3.8854629E-6,-8.5716050E-7,3.9788875E-6,-1.6755941E+2,9.9514095E-7,1.2655525E-6,1.6099468E-6,5.1820995E+1,-7.8875665E-6,2.4295009E-5,9.1244699E-6,5.0000000E-1,3.9244680E-4,1.5788341E-7,5.1000000E+3,1.0000000E+0
7.2008000E+4,4.1359400E+1,1.0000000E-4,6.6169818E-2,5.0677445E-6,1.9804426E-6,5.4409730E-6,2.1345245E+1,-3.8854629E-6,-8.5716050E-7,3.9788875E-6,-1.6755941E+2,9.9514095E-7,1.2655525E-6,1.6099468E-6,5.1820995E+1,-7.8875665E-6,2.4295009E-5,9.1244699E-6,5.0000000E-1,3.9244680E-4,1.5788341E-7,5.1000000E+3,1.0000000E+0
7.2009000E+4,4.1354400E+1,1.0000000E-4,6.5823101E-2,5.0521666E-6,1.9693990E-6,5.4224459E-6,2.1296471E+1,-3.9091443E-6,-8.7431538E-7,4.0057255E-6,-1.6739277E+2,1.0007648E-6,1.2523750E-6,1.6031136E-6,5.1371873E+1,-7.9174782E-6,2.4338700E-5,9.1130752E-6,5.0000000E-1,3.9244789E-4,1.5799341E-7,5.1000000E+3,1.0000000E+0
7.2010000E+4,4.1351900E+1,1.0000000E-4,6.5823706E-2,5.0521666E-6,1.9693990E-6,5.4224459E-6,2.1296471E+1,-3.9091443E-6,-8.7431538E-7,4.0057255E-6,-1.6739277E+2,1.0007648E-6,1.2523750E-6,1.6031136E-6,5.1371873E+1,-7.9174782E-6,2.4338700E-5,9.1130752E-6,5.0000000E-1,3.9244789E-4,1.5799341E-7,5.1000000E+3,1.0000000E+0
7.2011000E+4,4.1346900E+1,1.0000000E-4,6.5783064E-2,5.0724007E-6,2.0117169E-6,5.4567622E-6,2.1633304E+1,-3.8868193E-6,-8.3476668E-7,3.9754496E-6,-1.6787879E+2,9.9250341E-7,1.2573833E-6,1.6018976E-6,5.1714542E+1,-7.9015899E-6,2.4369825E-5,9.1099949E-6,5.0000000E-1,3.9244707E-4,1.5804772E-7,5.1000000E+3,1.0000000E+0
7.2012000E+4,4.1341900E+1,1.0000000E-4,6.5784273E-2,5.0724007E-6,2.0117169E-6,5.4567622E-6,2.1633304E+1,-3.8868193E-6,-8.3476668E-7,3.9754496E-6,-1.6787879E+2,9.9250341E-7,1.2573833E-6,1.6018976E-6,5.1714542E+1,-7.9015899E-6,2.4369825E-5,9.1099949E-6,5.0000000E-1,3.9244707E-4,1.5804772E-7,5.1000000E+3,1.0000000E+0
7.2013000E+4,4.1334500E+1,1.0000000E-4,6.5801454E-2,5.0402406E-6,1.9974136E-6,5.4215944E-6,2.1618091E+1,-3.9145475E-6,-8.5232324E-7,4.0062622E-6,-1.6771657E+2,9.9340561E-7,1.2564449E-6,1.6017204E-6,5.1668411E+1,-7.9139927E-6,2.4383536E-5,9.1427984E-6,5.0000000E-1,3.9244756E-4,1.5766352E-7,5.1000000E+3,1.0000000E+0
7.2014000E+4,4.1329500E+1,1.0000000E-4,6.5802665E-2,5.0402406E-6,1.9974136E-6,5.4215944E-6,2.1618091E+1,-3.9145475E-6,-8.5232324E-7,4.0062622E-6,-1.6771657E+2,9.9340561E-7,1.2564449E-6,1.6017204E-6,5.1668411E+1,-7.9139927E-6,2.4383536E-5,9.1427984E-6,5.0000000E-1,3.9244756E-4,1.5766352E-7,5.1000000E+3,1.0000000E+0
7.2015000E+4,4.1327000E+1,1.0000000E-4,6.5351696E-2,5.0517060E-6,2.0207984E-6,5.4408970E-6,2.1802543E+1,-3.9210339E-6,-8.2706471E-7,4.0073112E-6,-1.6808918E+2,9.8866403E-7,1.2497508E-6,1.5935287E-6,5.1652869E+1,-7.9396507E-6,2.4324527E-5,9.1472454E-6,5.0000000E-1,3.9244799E-4,1.5803018E-7,5.1000000E+3,1.0000000E+0
7.2016000E+4,4.1322000E+1,1.0000000E-4,6.5352898E-2,5.0517060E-6,2.0207984E-6,5.4408970E-6,2.1802543E+1,-3.9210339E-6,-8.2706471E-7,4.0073112E-6,-1.6808918E+2,9.8866403E-7,1.2497508E-6,1.5935287E-6,5.1652869E+1,-7.9396507E-6,2.4324527E-5,9.1472454E-6,5.0000000E-1,3.9244799E-4,1.5803018E-7,5.1000000E+3,1.0000000E+0
7.2017000E+4,4.1317000E+1,1.0000000E-4,6.6079679E-2,5.0532402E-6,1.9982597E-6,5.4339929E-6,2.1575887E+1,-3.9034347E-6,-8.7198747E-7,3.9996456E-6,-1.6740746E+2,1.0024771E-6,1.2595169E-6,1.6097649E-6,5.1482950E+1,-7.9593621E-6,2.4277295E-5,9.1350591E-6,5.0000000E-1,3.9244907E-4,1.5774746E-7,5.1000000E+3,1.0000000E+0
7.2018000E+4,4.1309500E+1,1.0000000E-4,6.6081502E-2,5.0532402E-6,1.9982597E-6,5.4339929E-6,2.1575887E+1,-3.9034347E-6,-8.7198747E-7,3.9996456E-6,-1.6740746E+2,1.0024771E-6,1.2595169E-6,1.6097649E-6,5.1482950E+1,-7.9593621E-6,2.4277295E-5,9.1350591E-6,5.0000000E-1,3.9244907E-4,1.5774746E-7,5.1000000E+3,1.0000000E+0
7.2019000E+4,4.1304400E+1,1.0000000E-4,6.5780303E-2,5.0413437E-6,2.0039858E-6,5.4250443E-6,2.1678329E+1,-3.9169216E-6,-8.5950794E-7,4.0101158E-6,-1.6762349E+2,9.9187121E-7,1.2584007E-6,1.6023049E-6,5.1754829E+1,-7.9689315E-6,2.4277123E-5,9.0854801E-6,5.0000000E-1,3.9245019E-4,1.5607845E-7,5.1000000E+3,1.0000000E+0
7.2020000E+4,4.1299400E+1,1.0000000E-4,6.5781513E-2,5.0413437E-6,2.0039858E-6,5.4250443E-6,2.1678329E+1,-3.9169216E-6,-8.5950794E-7,4.0101158E-6,-1.6762349E+2,9.9187121E-7,1.2584007E-6,1.6023049E-6,5.1754829E+1,-7.9689315E-6,2.4277123E-5,9.0854801E-6,5.0000000E-1,3.9245019E-4,1.5607845E-7,5.1000000E+3,1.0000000E+0
7.2021000E+4,4.1294400E+1,1.0000000E-4,6.5575704E-2,5.0435268E-6,2.0142624E-6,5.4308762E-6,2.1770570E+1,-3.9207442E-6,-8.3633701E-7,4.0089519E-6,-1.6795866E+2,9.8726797E-7,1.2559971E-6,1.5975690E-6,5.1831124E+1,-7.9392642E-6,2.4321456E-5,9.1261580E-6,5.0000000E-1,3.9244948E-4,1.5660848E-7,5.1000000E+3,1.0000000E+0
7.2022000E+4,4.1291800E+1,1.0000000E-4,6.5576331E-2,5.0435268E-6,2.0142624E-6,5.4308762E-6,2.1770570E+1,-3.9207442E-6,-8.3633701E-7,4.0089519E-6,-1.6795866E+2,9.8726797E-7,1.2559971E-6,1.5975690E-6,5.1831124E+1,-7.9392642E-6,2.4321456E-5,9.1261580E-6,5.0000000E-1,3.9244948E-4,1.5660848E-7,5.1000000E+3,1.0000000E+0
7.2023000E+4,4.1284200E+1,1.0000000E-4,6.5895789E-2,5.0859732E-6,1.9961521E-6,5.4636752E-6,2.1429105E+1,-3.8908169E-6,-8.5624837E-7,3.9839198E-6,-1.6758881E+2,1.0028261E-6,1.2562604E-6,1.6074359E-6,5.1400931E+1,-7.9505425E-6,2.4304062E-5,9.1169262E-6,5.0000000E-1,3.9245010E-4,1.5755295E-7,5.1000000E+3,1.0000000E+0
7.2024000E+4,4.1279200E+1,1.0000000E-4,6.5897002E-2,5.0859732E-6,1.9961521E-6,5.4636752E-6,2.1429105E+1,-3.8908169E-6,-8.5624837E-7,3.9839198E-6,-1.6758881E+2,1.0028261E-6,1.2562604E-6,1.6074359E-6,5.1400931E+1,-7.9505425E-6,2.4304062E-5,9.1169262E-6,5.0000000E-1,3.9245010E-4,1.5755295E-7,5.1000000E+3,1.0000000E+0
7.2025000E+4,4.1274100E+1,1.0000000E-4,6.5718821E-2,5.0517912E-6,1.9685956E-6,5.4218044E-6,2.1290001E+1,-3.9072444E-6,-8.7863545E-7,4.0048170E-6,-1.6732652E+2,1.0062438E-6,1.2438633E-6,1.5999133E-6,5.1028298E+1,-7.9362397E-6,2.4373659E-5,9.1563282E-6,5.0000000E-1,3.9245123E-4,1.5650529E-7,5.1000000E+3,1.0000000E+0
7.2026000E+4,4.1271600E+1,1.0000000E-4,6.5719425E-2,5.0517912E-6,1.9685956E-6,5.4218044E-6,2.1290001E+1,-3.9072444E-6,-8.7863545E-7,4.0048170E-6,-1.6732652E+2,1.0062438E-6,1.2438633E-6,1.5999133E-6,5.1028298E+1,-7.9362397E-6,2.4373659E-5,9.1563282E-6,5.0000000E-1,3.9245123E-4,1.5650529E-7,5.1000000E+3,1.0000000E+0
7.2027000E+4,4.1266600E+1,1.0000000E-4,6.5093849E-2,5.0106027E-6,1.9905847E-6,5.3915273E-6,2.1666663E+1,-3.9538661E-6,-8.7307363E-7,4.0491128E-6,-1.6754804E+2,9.8567418E-7,1.2429843E-6,1.5863680E-6,5.1585933E+1,-7.9367263E-6,2.4383841E-5,9.1886055E-6,5.0000000E-1,3.9245166E-4,1.5509344E-7,5.1000000E+3,1.0000000E+0
7.2028000E+4,4.1259100E+1,1.0000000E-4,6.5095646E-2,5.0106027E-6,1.9905847E-6,5.3915273E-6,2.1666663E+1,-3.9538661E-6,-8.7307363E-7,4.0491128E-6,-1.6754804E+2,9.8567418E-7,1.2429843E-6,1.5863680E-6,5.1585933E+1,-7.9367263E-6,2.4383841E-5,9.1886055E-6,5.0000000E-1,3.9245166E-4,1.5509344E-7,5.1000000E+3,1.0000000E+0
7.2029000E+4,4.1254000E+1,1.0000000E-4,6.6229116E-2,5.0347157E-6,2.0316744E-6,5.4291862E-6,2.1975706E+1,-3.9170365E-6,-8.2142431E-7,4.0022385E-6,-1.6815638E+2,9.9264510E-7,1.2692700E-6,1.6113320E-6,5.1972465E+1,-7.9233572E-6,2.4408624E-5,9.2218840E-6,5.0000000E-1,3.9245231E-4,1.5491005E-7,5.1000000E+3,1.0000000E+0
7.2030000E+4,4.1251600E+1,1.0000000E-4,6.6229701E-2,5.0347157E-6,2.0316744E-6,5.4291862E-6,2.1975706E+1,-3.9170365E-6,-8.2142431E-7,4.0022385E-6,-1.6815638E+2,9.9264510E-7,1.2692700E-6,1.6113320E-6,5.1972465E+1,-7.9233572E-6,2.4408624E-5,9.2218840E-6,5.0000000E-1,3.9245231E-4,1.5491005E-7,5.1000000E+3,1.0000000E+0
7.2031000E+4,4.1244000E+1,1.0000000E-4,6.6029794E-2,5.0536914E-6,2.0009498E-6,5.4354022E-6,2.1600509E+1,-3.9056999E-6,-8.4663678E-7,3.9964091E-6,-1.6776925E+2,1.0036262E-6,1.2555524E-6,1.6073822E-6,5.1362898E+1,-7.8933220E-6,2.4346530E-5,9.1919093E-6,5.0000000E-1,3.9245195E-4,1.5232603E-7,5.1000000E+3,1.0000000E+0
