#Time(s),T0(K),B(T),S/T(microV/K^2),T+_X(V),T+_Y(V),T+_R(V),T+_phase(V),T-_X(V),T-_Y(V),T-_R(V),T-_phase(V),VS_X(V),VS_Y(V),VS_R(V),VS_phase(V),T+_DC(V),T-_DC(V),VS_DC(V),f(Hz),I_R(A),I_offset(A),R_heater(Ohm),Stable?
6.9517000E+4,5.1921600E+1,1.0000000E-4,6.0953920E-2,5.0247065E-6,1.3645360E-6,5.2066913E-6,1.5193134E+1,-3.6946312E-6,-2.5502200E-7,3.7034222E-6,-1.7605142E+2,9.7640044E-7,1.0795665E-6,1.4556173E-6,4.7872628E+1,-9.6272957E-6,2.5477328E-5,9.0177893E-6,5.0000000E-1,3.9225813E-4,1.5084558E-7,5.1000000E+3,1.0000000E+0
6.9518000E+4,5.1917800E+1,1.0000000E-4,6.0954773E-2,5.0247065E-6,1.3645360E-6,5.2066913E-6,1.5193134E+1,-3.6946312E-6,-2.5502200E-7,3.7034222E-6,-1.7605142E+2,9.7640044E-7,1.0795665E-6,1.4556173E-6,4.7872628E+1,-9.6272957E-6,2.5477328E-5,9.0177893E-6,5.0000000E-1,3.9225813E-4,1.5084558E-7,5.1000000E+3,1.0000000E+0
6.9519000E+4,5.1912200E+1,1.0000000E-4,6.1136435E-2,5.0196026E-6,1.3391590E-6,5.1951667E-6,1.4937793E+1,-3.7009501E-6,-2.7630281E-7,3.7112498E-6,-1.7573037E+2,9.8182027E-7,1.0805675E-6,1.4599990E-6,4.7741231E+1,-9.5776003E-6,2.5492674E-5,9.0025016E-6,5.0000000E-1,3.9225947E-4,1.5231930E-7,5.1000000E+3,1.0000000E+0
6.9520000E+4,5.1908500E+1,1.0000000E-4,6.1137268E-2,5.0196026E-6,1.3391590E-6,5.1951667E-6,1.4937793E+1,-3.7009501E-6,-2.7630281E-7,3.7112498E-6,-1.7573037E+2,9.8182027E-7,1.0805675E-6,1.4599990E-6,4.7741231E+1,-9.5776003E-6,2.5492674E-5,9.0025016E-6,5.0000000E-1,3.9225947E-4,1.5231930E-7,5.1000000E+3,1.0000000E+0
6.9521000E+4,5.1904800E+1,1.0000000E-4,6.1244746E-2,5.0002283E-6,1.3429425E-6,5.1774296E-6,1.5033515E+1,-3.7071438E-6,-2.8119574E-7,3.7177932E-6,-1.7566228E+2,9.8177089E-7,1.0815191E-6,1.4606703E-6,4.7767766E+1,-9.6154562E-6,2.5458708E-5,8.9889718E-6,5.0000000E-1,3.9226047E-4,1.5126760E-7,5.1000000E+3,1.0000000E+0
6.9522000E+4,5.1902800E+1,1.0000000E-4,6.1245197E-2,5.0002283E-6,1.3429425E-6,5.1774296E-6,1.5033515E+1,-3.7071438E-6,-2.8119574E-7,3.7177932E-6,-1.7566228E+2,9.8177089E-7,1.0815191E-6,1.4606703E-6,4.7767766E+1,-9.6154562E-6,2.5458708E-5,8.9889718E-6,5.0000000E-1,3.9226047E-4,1.5126760E-7,5.1000000E+3,1.0000000E+0
6.9523000E+4,5.1899200E+1,1.0000000E-4,6.0901052E-2,5.0023326E-6,1.3742398E-6,5.1876648E-6,1.5361325E+1,-3.7187471E-6,-2.5062271E-7,3.7271828E-6,-1.7614442E+2,9.7130334E-7,1.0828889E-6,1.4546747E-6,4.8109303E+1,-9.6795708E-6,2.5416189E-5,8.9564803E-6,5.0000000E-1,3.9225949E-4,1.5065691E-7,5.1000000E+3,1.0000000E+0
6.9524000E+4,5.1893600E+1,1.0000000E-4,6.0902308E-2,5.0023326E-6,1.3742398E-6,5.1876648E-6,1.5361325E+1,-3.7187471E-6,-2.5062271E-7,3.7271828E-6,-1.7614442E+2,9.7130334E-7,1.0828889E-6,1.4546747E-6,4.8109303E+1,-9.6795708E-6,2.5416189E-5,8.9564803E-6,5.0000000E-1,3.9225949E-4,1.5065691E-7,5.1000000E+3,1.0000000E+0
6.9525000E+4,5.1889700E+1,1.0000000E-4,6.1382570E-2,5.0140942E-6,1.3810260E-6,5.2008051E-6,1.5399090E+1,-3.7049209E-6,-2.4838707E-7,3.7132378E-6,-1.7616449E+2,9.8119802E-7,1.0891253E-6,1.4659275E-6,4.7984164E+1,-9.6540316E-6,2.5395090E-5,8.9496374E-6,5.0000000E-1,3.9226077E-4,1.5073173E-7,5.1000000E+3,1.0000000E+0
6.9526000E+4,5.1886000E+1,1.0000000E-4,6.1383406E-2,5.0140942E-6,1.3810260E-6,5.2008051E-6,1.5399090E+1,-3.7049209E-6,-2.4838707E-7,3.7132378E-6,-1.7616449E+2,9.8119802E-7,1.0891253E-6,1.4659275E-6,4.7984164E+1,-9.6540316E-6,2.5395090E-5,8.9496374E-6,5.0000000E-1,3.9226077E-4,1.5073173E-7,5.1000000E+3,1.0000000E+0
6.9527000E+4,5.1882300E+1,1.0000000E-4,6.1171632E-2,5.0102482E-6,1.3683096E-6,5.1937326E-6,1.5275109E+1,-3.7120267E-6,-2.5857140E-7,3.7210215E-6,-1.7601534E+2,9.8216931E-7,1.0820097E-6,1.4613013E-6,4.7769129E+1,-9.6557522E-6,2.5419749E-5,8.9376792E-6,5.0000000E-1,3.9226257E-4,1.5213781E-7,5.1000000E+3,1.0000000E+0
6.9528000E+4,5.1880300E+1,1.0000000E-4,6.1172082E-2,5.0102482E-6,1.3683096E-6,5.1937326E-6,1.5275109E+1,-3.7120267E-6,-2.5857140E-7,3.7210215E-6,-1.7601534E+2,9.8216931E-7,1.0820097E-6,1.4613013E-6,4.7769129E+1,-9.6557522E-6,2.5419749E-5,8.9376792E-6,5.0000000E-1,3.9226257E-4,1.5213781E-7,5.1000000E+3,1.0000000E+0
6.9529000E+4,5.1874700E+1,1.0000000E-4,6.0829097E-2,4.9977096E-6,1.3736340E-6,5.1830466E-6,1.5368405E+1,-3.7142097E-6,-2.4991481E-7,3.7226081E-6,-1.7615059E+2,9.7263355E-7,1.0771662E-6,1.4513108E-6,4.7919356E+1,-9.7143347E-6,2.5351630E-5,8.9115603E-6,5.0000000E-1,3.9226269E-4,1.5158068E-7,5.1000000E+3,1.0000000E+0
6.9530000E+4,5.1872900E+1,1.0000000E-4,6.0829501E-2,4.9977096E-6,1.3736340E-6,5.1830466E-6,1.5368405E+1,-3.7142097E-6,-2.4991481E-7,3.7226081E-6,-1.7615059E+2,9.7263355E-7,1.0771662E-6,1.4513108E-6,4.7919356E+1,-9.7143347E-6,2.5351630E-5,8.9115603E-6,5.0000000E-1,3.9226269E-4,1.5158068E-7,5.1000000E+3,1.0000000E+0
6.9531000E+4,5.1869200E+1,1.0000000E-4,6.1483461E-2,5.0409825E-6,1.3671865E-6,5.2230933E-6,1.5174402E+1,-3.6706372E-6,-2.6494318E-7,3.6801865E-6,-1.7587160E+2,9.9010807E-7,1.0826287E-6,1.4671056E-6,4.7555810E+1,-9.6915010E-6,2.5379057E-5,8.8962005E-6,5.0000000E-1,3.9226230E-4,1.5152200E-7,5.1000000E+3,1.0000000E+0
6.9532000E+4,5.1863500E+1,1.0000000E-4,6.1484752E-2,5.0409825E-6,1.3671865E-6,5.2230933E-6,1.5174402E+1,-3.6706372E-6,-2.6494318E-7,3.6801865E-6,-1.7587160E+2,9.9010807E-7,1.0826287E-6,1.4671056E-6,4.7555810E+1,-9.6915010E-6,2.5379057E-5,8.8962005E-6,5.0000000E-1,3.9226230E-4,1.5152200E-7,5.1000000E+3,1.0000000E+0
6.9533000E+4,5.1861600E+1,1.0000000E-4,6.1263290E-2,5.0048978E-6,1.4012401E-6,5.1973528E-6,1.5640853E+1,-3.6948022E-6,-2.3282575E-7,3.7021306E-6,-1.7639431E+2,9.7967014E-7,1.0824345E-6,1.4599377E-6,4.7852957E+1,-9.6608000E-6,2.5376517E-5,8.9134672E-6,5.0000000E-1,3.9226342E-4,1.5014651E-7,5.1000000E+3,1.0000000E+0
6.9534000E+4,5.1856100E+1,1.0000000E-4,6.1264530E-2,5.0048978E-6,1.4012401E-6,5.1973528E-6,1.5640853E+1,-3.6948022E-6,-2.3282575E-7,3.7021306E-6,-1.7639431E+2,9.7967014E-7,1.0824345E-6,1.4599377E-6,4.7852957E+1,-9.6608000E-6,2.5376517E-5,8.9134672E-6,5.0000000E-1,3.9226342E-4,1.5014651E-7,5.1000000E+3,1.0000000E+0
6.9535000E+4,5.1852300E+1,1.0000000E-4,6.0776702E-2,5.0121151E-6,1.3502555E-6,5.1908080E-6,1.5077441E+1,-3.7054612E-6,-2.7974696E-7,3.7160060E-6,-1.7568260E+2,9.8469798E-7,1.0657864E-6,1.4510447E-6,4.7264638E+1,-9.6994219E-6,2.5330796E-5,8.9019537E-6,5.0000000E-1,3.9226358E-4,1.4973851E-7,5.1000000E+3,1.0000000E+0
6.9536000E+4,5.1848600E+1,1.0000000E-4,6.0777530E-2,5.0121151E-6,1.3502555E-6,5.1908080E-6,1.5077441E+1,-3.7054612E-6,-2.7974696E-7,3.7160060E-6,-1.7568260E+2,9.8469798E-7,1.0657864E-6,1.4510447E-6,4.7264638E+1,-9.6994219E-6,2.5330796E-5,8.9019537E-6,5.0000000E-1,3.9226358E-4,1.4973851E-7,5.1000000E+3,1.0000000E+0
6.9537000E+4,5.1844800E+1,1.0000000E-4,6.0968506E-2,5.0289903E-6,1.3534197E-6,5.2079255E-6,1.5062760E+1,-3.6834196E-6,-2.7154168E-7,3.6934151E-6,-1.7578378E+2,9.7923873E-7,1.0756152E-6,1.4545985E-6,4.7685312E+1,-9.6477661E-6,2.5321066E-5,8.8816113E-6,5.0000000E-1,3.9226419E-4,1.5096111E-7,5.1000000E+3,1.0000000E+0
6.9538000E+4,5.1842900E+1,1.0000000E-4,6.0968933E-2,5.0289903E-6,1.3534197E-6,5.2079255E-6,1.5062760E+1,-3.6834196E-6,-2.7154168E-7,3.6934151E-6,-1.7578378E+2,9.7923873E-7,1.0756152E-6,1.4545985E-6,4.7685312E+1,-9.6477661E-6,2.5321066E-5,8.8816113E-6,5.0000000E-1,3.9226419E-4,1.5096111E-7,5.1000000E+3,1.0000000E+0
6.9539000E+4,5.1837400E+1,1.0000000E-4,6.1115134E-2,4.9931394E-6,1.3885962E-6,5.1826287E-6,1.5541293E+1,-3.7195208E-6,-2.4279590E-7,3.7274367E-6,-1.7626525E+2,9.7238338E-7,1.0867776E-6,1.4582918E-6,4.8179731E+1,-9.6177519E-6,2.5337362E-5,8.8752434E-6,5.0000000E-1,3.9226518E-4,1.5179521E-7,5.1000000E+3,1.0000000E+0
6.9540000E+4,5.1833600E+1,1.0000000E-4,6.1115989E-2,4.9931394E-6,1.3885962E-6,5.1826287E-6,1.5541293E+1,-3.7195208E-6,-2.4279590E-7,3.7274367E-6,-1.7626525E+2,9.7238338E-7,1.0867776E-6,1.4582918E-6,4.8179731E+1,-9.6177519E-6,2.5337362E-5,8.8752434E-6,5.0000000E-1,3.9226518E-4,1.5179521E-7,5.1000000E+3,1.0000000E+0
6.9541000E+4,5.1829900E+1,1.0000000E-4,6.1347048E-2,5.0111372E-6,1.3646711E-6,5.1936330E-6,1.5233804E+1,-3.6968638E-6,-2.7438648E-7,3.7070325E-6,-1.7575521E+2,9.8276531E-7,1.0841170E-6,1.4632626E-6,4.7807309E+1,-9.6074841E-6,2.5381194E-5,8.8657043E-6,5.0000000E-1,3.9226524E-4,1.5117278E-7,5.1000000E+3,1.0000000E+0
6.9542000E+4,5.1828000E+1,1.0000000E-4,6.1347477E-2,5.0111372E-6,1.3646711E-6,5.1936330E-6,1.5233804E+1,-3.6968638E-6,-2.7438648E-7,3.7070325E-6,-1.7575521E+2,9.8276531E-7,1.0841170E-6,1.4632626E-6,4.7807309E+1,-9.6074841E-6,2.5381194E-5,8.8657043E-6,5.0000000E-1,3.9226524E-4,1.5117278E-7,5.1000000E+3,1.0000000E+0
6.9543000E+4,5.1824200E+1,1.0000000E-4,6.0458754E-2,4.9959547E-6,1.3897585E-6,5.1856525E-6,1.5545331E+1,-3.7200016E-6,-2.5492958E-7,3.7287265E-6,-1.7607968E+2,9.6869868E-7,1.0701758E-6,1.4434865E-6,4.7849324E+1,-9.5787155E-6,2.5389791E-5,8.8884402E-6,5.0000000E-1,3.9226597E-4,1.5151856E-7,5.1000000E+3,1.0000000E+0
6.9544000E+4,5.1818600E+1,1.0000000E-4,6.0460000E-2,4.9959547E-6,1.3897585E-6,5.1856525E-6,1.5545331E+1,-3.7200016E-6,-2.5492958E-7,3.7287265E-6,-1.7607968E+2,9.6869868E-7,1.0701758E-6,1.4434865E-6,4.7849324E+1,-9.5787155E-6,2.5389791E-5,8.8884402E-6,5.0000000E-1,3.9226597E-4,1.5151856E-7,5.1000000E+3,1.0000000E+0
6.9545000E+4,5.1814800E+1,1.0000000E-4,6.1128968E-2,5.0202516E-6,1.3778551E-6,5.2059015E-6,1.5347449E+1,-3.6968636E-6,-2.5063936E-7,3.7053503E-6,-1.7612141E+2,9.7769122E-7,1.0831391E-6,1.4591335E-6,4.7929138E+1,-9.6116192E-6,2.5333429E-5,8.9072529E-6,5.0000000E-1,3.9226601E-4,1.5202382E-7,5.1000000E+3,1.0000000E+0
6.9546000E+4,5.1811100E+1,1.0000000E-4,6.1129801E-2,5.0202516E-6,1.3778551E-6,5.2059015E-6,1.5347449E+1,-3.6968636E-6,-2.5063936E-7,3.7053503E-6,-1.7612141E+2,9.7769122E-7,1.0831391E-6,1.4591335E-6,4.7929138E+1,-9.6116192E-6,2.5333429E-5,8.9072529E-6,5.0000000E-1,3.9226601E-4,1.5202382E-7,5.1000000E+3,1.0000000E+0
6.9547000E+4,5.1807400E+1,1.0000000E-4,6.0976443E-2,4.9979104E-6,1.3682603E-6,5.1818187E-6,1.5310523E+1,-3.7095077E-6,-2.5011900E-7,3.7179304E-6,-1.7614259E+2,9.7493517E-7,1.0781507E-6,1.4535844E-6,4.7878028E+1,-9.6444646E-6,2.5284295E-5,8.8760303E-6,5.0000000E-1,3.9226576E-4,1.5182297E-7,5.1000000E+3,1.0000000E+0
6.9548000E+4,5.1803600E+1,1.0000000E-4,6.0977296E-2,4.9979104E-6,1.3682603E-6,5.1818187E-6,1.5310523E+1,-3.7095077E-6,-2.5011900E-7,3.7179304E-6,-1.7614259E+2,9.7493517E-7,1.0781507E-6,1.4535844E-6,4.7878028E+1,-9.6444646E-6,2.5284295E-5,8.8760303E-6,5.0000000E-1,3.9226576E-4,1.5182297E-7,5.1000000E+3,1.0000000E+0
6.9549000E+4,5.1799800E+1,1.0000000E-4,6.1152155E-2,5.0054606E-6,1.3612566E-6,5.1872589E-6,1.5213889E+1,-3.7068605E-6,-2.7563763E-7,3.7170945E-6,-1.7574738E+2,9.8255453E-7,1.0786643E-6,1.4590853E-6,4.7669633E+1,-9.6399174E-6,2.5267084E-5,8.9100213E-6,5.0000000E-1,3.9226699E-4,1.5353378E-7,5.1000000E+3,1.0000000E+0
6.9550000E+4,5.1796000E+1,1.0000000E-4,6.1153010E-2,5.0054606E-6,1.3612566E-6,5.1872589E-6,1.5213889E+1,-3.7068605E-6,-2.7563763E-7,3.7170945E-6,-1.7574738E+2,9.8255453E-7,1.0786643E-6,1.4590853E-6,4.7669633E+1,-9.6399174E-6,2.5267084E-5,8.9100213E-6,5.0000000E-1,3.9226699E-4,1.5353378E-7,5.1000000E+3,1.0000000E+0
6.9551000E+4,5.1792300E+1,1.0000000E-4,6.0781093E-2,5.0104359E-6,1.3624189E-6,5.1923649E-6,1.5211858E+1,-3.7095869E-6,-2.7049766E-7,3.7194359E-6,-1.7582946E+2,9.7531709E-7,1.0747361E-6,1.4513102E-6,4.7776431E+1,-9.6470932E-6,2.5280451E-5,8.8798488E-6,5.0000000E-1,3.9226844E-4,1.5283923E-7,5.1000000E+3,1.0000000E+0
6.9552000E+4,5.1790500E+1,1.0000000E-4,6.0781496E-2,5.0104359E-6,1.3624189E-6,5.1923649E-6,1.5211858E+1,-3.7095869E-6,-2.7049766E-7,3.7194359E-6,-1.7582946E+2,9.7531709E-7,1.0747361E-6,1.4513102E-6,4.7776431E+1,-9.6470932E-6,2.5280451E-5,8.8798488E-6,5.0000000E-1,3.9226844E-4,1.5283923E-7,5.1000000E+3,1.0000000E+0
6.9553000E+4,5.1784800E+1,1.0000000E-4,6.0595329E-2,4.9927243E-6,1.3620996E-6,5.1751919E-6,1.5259899E+1,-3.7237916E-6,-2.6574943E-7,3.7332622E-6,-1.7591799E+2,9.7187616E-7,1.0708507E-6,1.4461205E-6,4.7773936E+1,-9.6216844E-6,2.5250858E-5,8.9097628E-6,5.0000000E-1,3.9226856E-4,1.5251429E-7,5.1000000E+3,1.0000000E+0
6.9554000E+4,5.1781000E+1,1.0000000E-4,6.0596177E-2,4.9927243E-6,1.3620996E-6,5.1751919E-6,1.5259899E+1,-3.7237916E-6,-2.6574943E-7,3.7332622E-6,-1.7591799E+2,9.7187616E-7,1.0708507E-6,1.4461205E-6,4.7773936E+1,-9.6216844E-6,2.5250858E-5,8.9097628E-6,5.0000000E-1,3.9226856E-4,1.5251429E-7,5.1000000E+3,1.0000000E+0
6.9555000E+4,5.1779100E+1,1.0000000E-4,6.1003988E-2,5.0282394E-6,1.3372195E-6,5.2030133E-6,1.4892641E+1,-3.6854052E-6,-2.8370169E-7,3.6963088E-6,-1.7559806E+2,9.8445437E-7,1.0716211E-6,1.4551709E-6,4.7427585E+1,-9.5917378E-6,2.5248383E-5,8.9545059E-6,5.0000000E-1,3.9227001E-4,1.5399667E-7,5.1000000E+3,1.0000000E+0
6.9556000E+4,5.1775400E+1,1.0000000E-4,6.1004819E-2,5.0282394E-6,1.3372195E-6,5.2030133E-6,1.4892641E+1,-3.6854052E-6,-2.8370169E-7,3.6963088E-6,-1.7559806E+2,9.8445437E-7,1.0716211E-6,1.4551709E-6,4.7427585E+1,-9.5917378E-6,2.5248383E-5,8.9545059E-6,5.0000000E-1,3.9227001E-4,1.5399667E-7,5.1000000E+3,1.0000000E+0
6.9557000E+4,5.1771500E+1,1.0000000E-4,6.1187330E-2,4.9942259E-6,1.3761958E-6,5.1803675E-6,1.5405937E+1,-3.7147827E-6,-2.5434023E-7,3.7234794E-6,-1.7608324E+2,9.7536328E-7,1.0851148E-6,1.4590434E-6,4.8048982E+1,-9.6188509E-6,2.5212346E-5,8.9848274E-6,5.0000000E-1,3.9226947E-4,1.5374486E-7,5.1000000E+3,1.0000000E+0
6.9558000E+4,5.1767800E+1,1.0000000E-4,6.1188163E-2,4.9942259E-6,1.3761958E-6,5.1803675E-6,1.5405937E+1,-3.7147827E-6,-2.5434023E-7,3.7234794E-6,-1.7608324E+2,9.7536328E-7,1.0851148E-6,1.4590434E-6,4.8048982E+1,-9.6188509E-6,2.5212346E-5,8.9848274E-6,5.0000000E-1,3.9226947E-4,1.5374486E-7,5.1000000E+3,1.0000000E+0
6.9559000E+4,5.1762300E+1,1.0000000E-4,6.0631108E-2,4.9831558E-6,1.3725014E-6,5.1687137E-6,1.5399056E+1,-3.7271108E-6,-2.7479122E-7,3.7372269E-6,-1.7578334E+2,9.7229105E-7,1.0709034E-6,1.4464384E-6,4.7763169E+1,-9.5940568E-6,2.5241866E-5,8.9631998E-6,5.0000000E-1,3.9226988E-4,1.5297171E-7,5.1000000E+3,1.0000000E+0
6.9560000E+4,5.1760400E+1,1.0000000E-4,6.0631532E-2,4.9831558E-6,1.3725014E-6,5.1687137E-6,1.5399056E+1,-3.7271108E-6,-2.7479122E-7,3.7372269E-6,-1.7578334E+2,9.7229105E-7,1.0709034E-6,1.4464384E-6,4.7763169E+1,-9.5940568E-6,2.5241866E-5,8.9631998E-6,5.0000000E-1,3.9226988E-4,1.5297171E-7,5.1000000E+3,1.0000000E+0
6.9561000E+4,5.1754600E+1,1.0000000E-4,6.1101625E-2,5.0088193E-6,1.3795048E-6,5.1953156E-6,1.5398364E+1,-3.7053294E-6,-2.6806767E-7,3.7150136E-6,-1.7586206E+2,9.8688442E-7,1.0735803E-6,1.4582577E-6,4.7409349E+1,-9.5917890E-6,2.5239112E-5,8.9661102E-6,5.0000000E-1,3.9227089E-4,1.5203998E-7,5.1000000E+3,1.0000000E+0
6.9562000E+4,5.1750900E+1,1.0000000E-4,6.1102457E-2,5.0088193E-6,1.3795048E-6,5.1953156E-6,1.5398364E+1,-3.7053294E-6,-2.6806767E-7,3.7150136E-6,-1.7586206E+2,9.8688442E-7,1.0735803E-6,1.4582577E-6,4.7409349E+1,-9.5917890E-6,2.5239112E-5,8.9661102E-6,5.0000000E-1,3.9227089E-4,1.5203998E-7,5.1000000E+3,1.0000000E+0
6.9563000E+4,5.1749000E+1,1.0000000E-4,6.0716218E-2,5.0032876E-6,1.3859586E-6,5.1917018E-6,1.5483242E+1,-3.7151383E-6,-2.5382656E-7,3.7237992E-6,-1.7609150E+2,9.6827070E-7,1.0786315E-6,1.4494806E-6,4.8086171E+1,-9.5930649E-6,2.5208513E-5,8.9795329E-6,5.0000000E-1,3.9226995E-4,1.5078440E-7,5.1000000E+3,1.0000000E+0
6.9564000E+4,5.1743400E+1,1.0000000E-4,6.0717469E-2,5.0032876E-6,1.3859586E-6,5.1917018E-6,1.5483242E+1,-3.7151383E-6,-2.5382656E-7,3.7237992E-6,-1.7609150E+2,9.6827070E-7,1.0786315E-6,1.4494806E-6,4.8086171E+1,-9.5930649E-6,2.5208513E-5,8.9795329E-6,5.0000000E-1,3.9226995E-4,1.5078440E-7,5.1000000E+3,1.0000000E+0
6.9565000E+4,5.1739500E+1,1.0000000E-4,6.1328740E-2,5.0096260E-6,1.3755964E-6,5.1950571E-6,1.5354443E+1,-3.7143481E-6,-2.6321412E-7,3.7236626E-6,-1.7594656E+2,9.8082923E-7,1.0881045E-6,1.4649223E-6,4.7968158E+1,-9.5891696E-6,2.5180492E-5,8.9770486E-6,5.0000000E-1,3.9227029E-4,1.4995082E-7,5.1000000E+3,1.0000000E+0
6.9566000E+4,5.1735700E+1,1.0000000E-4,6.1329598E-2,5.0096260E-6,1.3755964E-6,5.1950571E-6,1.5354443E+1,-3.7143481E-6,-2.6321412E-7,3.7236626E-6,-1.7594656E+2,9.8082923E-7,1.0881045E-6,1.4649223E-6,4.7968158E+1,-9.5891696E-6,2.5180492E-5,8.9770486E-6,5.0000000E-1,3.9227029E-4,1.4995082E-7,5.1000000E+3,1.0000000E+0
6.9567000E+4,5.1733800E+1,1.0000000E-4,6.0961132E-2,5.0214897E-6,1.3793664E-6,5.2074956E-6,1.5359879E+1,-3.7001992E-6,-2.5738612E-7,3.7091403E-6,-1.7602091E+2,9.7717093E-7,1.0789541E-6,1.4556802E-6,4.7833966E+1,-9.6197566E-6,2.5147446E-5,8.9703617E-6,5.0000000E-1,3.9227119E-4,1.4948479E-7,5.1000000E+3,1.0000000E+0
6.9568000E+4,5.1730100E+1,1.0000000E-4,6.0961962E-2,5.0214897E-6,1.3793664E-6,5.2074956E-6,1.5359879E+1,-3.7001992E-6,-2.5738612E-7,3.7091403E-6,-1.7602091E+2,9.7717093E-7,1.0789541E-6,1.4556802E-6,4.7833966E+1,-9.6197566E-6,2.5147446E-5,8.9703617E-6,5.0000000E-1,3.9227119E-4,1.4948479E-7,5.1000000E+3,1.0000000E+0
6.9569000E+4,5.1724600E+1,1.0000000E-4,6.1101521E-2,5.0007128E-6,1.4014443E-6,5.1933780E-6,1.5655470E+1,-3.7136499E-6,-2.4484403E-7,3.7217125E-6,-1.7622790E+2,9.7482656E-7,1.0843147E-6,1.4580895E-6,4.8043649E+1,-9.6509024E-6,2.5091402E-5,8.9560892E-6,5.0000000E-1,3.9227167E-4,1.4875345E-7,5.1000000E+3,1.0000000E+0
6.9570000E+4,5.1720900E+1,1.0000000E-4,6.1102353E-2,5.0007128E-6,1.4014443E-6,5.1933780E-6,1.5655470E+1,-3.7136499E-6,-2.4484403E-7,3.7217125E-6,-1.7622790E+2,9.7482656E-7,1.0843147E-6,1.4580895E-6,4.8043649E+1,-9.6509024E-6,2.5091402E-5,8.9560892E-6,5.0000000E-1,3.9227167E-4,1.4875345E-7,5.1000000E+3,1.0000000E+0
6.9571000E+4,5.1719000E+1,1.0000000E-4,6.1348946E-2,5.0074231E-6,1.3730379E-6,5.1922557E-6,1.5333655E+1,-3.7031529E-6,-2.6806440E-7,3.7128425E-6,-1.7585969E+2,9.8377617E-7,1.0831029E-6,1.4631908E-6,4.7751310E+1,-9.6731540E-6,2.5048540E-5,8.9258770E-6,5.0000000E-1,3.9227240E-4,1.5040925E-7,5.1000000E+3,1.0000000E+0
6.9572000E+4,5.1713400E+1,1.0000000E-4,6.1350211E-2,5.0074231E-6,1.3730379E-6,5.1922557E-6,1.5333655E+1,-3.7031529E-6,-2.6806440E-7,3.7128425E-6,-1.7585969E+2,9.8377617E-7,1.0831029E-6,1.4631908E-6,4.7751310E+1,-9.6731540E-6,2.5048540E-5,8.9258770E-6,5.0000000E-1,3.9227240E-4,1.5040925E-7,5.1000000E+3,1.0000000E+0
6.9573000E+4,5.1709600E+1,1.0000000E-4,6.0597573E-2,4.9893923E-6,1.3847701E-6,5.1779941E-6,1.5511613E+1,-3.7227544E-6,-2.6137341E-7,3.7319186E-6,-1.7598387E+2,9.6646626E-7,1.0750688E-6,1.4456244E-6,4.8045064E+1,-9.6521131E-6,2.5058617E-5,8.9611788E-6,5.0000000E-1,3.9227285E-4,1.4988282E-7,5.1000000E+3,1.0000000E+0
6.9574000E+4,5.1705700E+1,1.0000000E-4,6.0598443E-2,4.9893923E-6,1.3847701E-6,5.1779941E-6,1.5511613E+1,-3.7227544E-6,-2.6137341E-7,3.7319186E-6,-1.7598387E+2,9.6646626E-7,1.0750688E-6,1.4456244E-6,4.8045064E+1,-9.6521131E-6,2.5058617E-5,8.9611788E-6,5.0000000E-1,3.9227285E-4,1.4988282E-7,5.1000000E+3,1.0000000E+0
6.9575000E+4,5.1703800E+1,1.0000000E-4,6.0777290E-2,5.0090694E-6,1.3622345E-6,5.1909979E-6,1.5213852E+1,-3.7104038E-6,-3.0431062E-7,3.7228619E-6,-1.7531135E+2,9.7925187E-7,1.0716541E-6,1.4516807E-6,4.7579679E+1,-9.6957223E-6,2.5010360E-5,8.9920266E-6,5.0000000E-1,3.9227292E-4,1.4998359E-7,5.1000000E+3,1.0000000E+0
6.9576000E+4,5.1698300E+1,1.0000000E-4,6.0778520E-2,5.0090694E-6,1.3622345E-6,5.1909979E-6,1.5213852E+1,-3.7104038E-6,-3.0431062E-7,3.7228619E-6,-1.7531135E+2,9.7925187E-7,1.0716541E-6,1.4516807E-6,4.7579679E+1,-9.6957223E-6,2.5010360E-5,8.9920266E-6,5.0000000E-1,3.9227292E-4,1.4998359E-7,5.1000000E+3,1.0000000E+0
6.9577000E+4,5.1696400E+1,1.0000000E-4,6.0896857E-2,5.0012131E-6,1.3787871E-6,5.1877920E-6,1.5413027E+1,-3.7231431E-6,-2.7880508E-7,3.7335676E-6,-1.7571744E+2,9.7403628E-7,1.0808804E-6,1.4550083E-6,4.7976377E+1,-9.6759782E-6,2.5054030E-5,8.9942617E-6,5.0000000E-1,3.9227456E-4,1.4992944E-7,5.1000000E+3,1.0000000E+0
6.9578000E+4,5.1690800E+1,1.0000000E-4,6.0898112E-2,5.0012131E-6,1.3787871E-6,5.1877920E-6,1.5413027E+1,-3.7231431E-6,-2.7880508E-7,3.7335676E-6,-1.7571744E+2,9.7403628E-7,1.0808804E-6,1.4550083E-6,4.7976377E+1,-9.6759782E-6,2.5054030E-5,8.9942617E-6,5.0000000E-1,3.9227456E-4,1.4992944E-7,5.1000000E+3,1.0000000E+0
